level1,level2,level3,function.,pge01b,pge02b,pge03b,pge04b,pge05b,pge06b,pge07b,pge08b,pge09b,pge10b,pge01c,pge02c,pge03c,pge04c,pge05c,pge06c,pge07c,pge08c,pge09c,pge10c,pgw01b,pgw02b,pgw03b,pgw04b,pgw05b,pgw06b,pgw07b,pgw08b,pgw09b,pgw10b,pgw01c,pgw02c,pgw03c,pgw04c,pgw05c,pgw06c,pgw07c,pgw08c,pgw09c,pgw10c
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Dolichol_metabolism,Dolichol kinase (EC 2.7.1.108),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Dolichol_metabolism,Dolichol-phosphate mannosyltransferase (EC 2.4.1.83),3,6,9,8,5,12,3,4,11,16,3,4,8,4,11,6,3,7,5,2,10,15,8,3,7,10,5,7,2,4,3,10,1,7,4,11,2,8,5,10
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Dolichol_metabolism,Dolichyldiphosphatase 1 (EC 3.6.1.43) (Dolichyl pyrophosphate phosphatase 1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid_Biosynthesis,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,25,40,33,41,45,32,36,32,20,38,38
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid_Biosynthesis,1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,63,0,63,54,44,55,56,78,46,59,45,45,46
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid_Biosynthesis,Candidate gene for the hypothesized phosphomevalonate decarboxylase,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid_Biosynthesis,Dimethylallyltransferase (EC 2.5.1.1),7,7,5,12,2,10,9,6,3,14,7,14,13,10,8,4,7,8,2,13,13,12,8,5,10,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid_Biosynthesis,Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2),0,3,2,7,3,7,4,4,2,5,7,1,1,5,1,6,2,1,6,2,0,9,8,1,8,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid_Biosynthesis,"Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)",3,0,3,2,4,3,0,3,1,2,2,0,0,0,5,0,1,4,2,2,3,7,2,9,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Isoprenoid_Biosynthesis,Undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),38,42,43,35,28,46,38,32,43,34,14,38,35,42,42,28,39,35,41,31,50,49,49,43,33,47,33,35,54,43,36,35,43,27,30,53,45,21,48,45
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Myxoxanthophyll_biosynthesis_in_Cyanobacteria,2'-O-glycosyltransferase CruG,1,2,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Myxoxanthophyll_biosynthesis_in_Cyanobacteria,C-1'-hydroxylase CruF,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Myxoxanthophyll_biosynthesis_in_Cyanobacteria,"Lycopene cyclase, CruA type",0,0,0,0,0,2,0,0,1,6,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Polyprenyl_Diphosphate_Biosynthesis,"Dehydrosqualene desaturase (EC 1.14.99.-) (Diapophytoene desaturase) (4,4'-diapophytoene desaturase)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Polyprenyl_Diphosphate_Biosynthesis,Geranylgeranyl reductase (EC 1.3.1.83),8,4,10,4,4,4,3,7,4,4,1,10,5,8,3,4,5,2,5,7,4,9,3,7,2,5,6,15,8,8,9,6,7,5,6,3,5,2,9,1
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Polyprenyl_Diphosphate_Biosynthesis,Heptaprenyl diphosphate synthase component I (EC 2.5.1.30),0,2,0,3,0,1,0,0,1,2,2,1,1,0,0,2,2,1,2,0,2,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Polyprenyl_Diphosphate_Biosynthesis,Heptaprenyl diphosphate synthase component II (EC 2.5.1.30),0,2,1,0,2,1,0,0,2,4,6,2,4,0,3,0,3,0,3,0,1,2,2,2,1,0,1,4,1,4,1,0,1,3,0,4,0,0,0,3
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Polyprenyl_Diphosphate_Biosynthesis,Solanesyl diphosphate synthase (EC 2.5.1.11),0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,Polyprenyl_Diphosphate_Biosynthesis,"Glycosyl-4,4'-diaponeurosporenoate acyltransferase precursor (EC 2.3.1.-)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,polyprenyl_synthesis,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267),45,50,28,26,46,31,24,31,25,50,35,22,45,41,43,47,36,40,58,24,33,52,35,31,28,50,0,0,47,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,polyprenyl_synthesis,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,4,7,12,6,17,10,14,17,8,11,6
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,polyprenyl_synthesis,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148),17,14,22,21,5,13,13,24,28,20,11,12,17,31,19,12,9,13,18,23,29,23,21,8,14,25,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,polyprenyl_synthesis,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2),41,40,50,49,56,49,36,40,42,40,39,33,41,57,54,50,52,41,45,41,69,56,43,29,29,51,39,44,52,44,55,47,48,62,56,44,41,37,43,37
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,polyprenyl_synthesis,decaprenyl diphosphate synthase,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Isoprenoids,polyprenyl_synthesis,undecaprenyl diphosphate synthase,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Cholesterol_catabolic_operon_in_Mycobacteria,Acyl-CoA dehydrogenase IgrB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,2,2,2,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Cholesterol_catabolic_operon_in_Mycobacteria,Acyl-CoA dehydrogenase IgrC,2,0,0,2,0,1,0,0,0,0,1,1,2,0,0,1,1,3,0,0,0,1,2,1,0,0,0,1,1,3,0,3,1,1,0,0,1,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",NULL,Cholesterol_catabolic_operon_in_Mycobacteria,Conserved protein IgrD,4,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,2,0,2,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Cholesterol_catabolic_operon_in_Mycobacteria,Enoyl coenzyme A hydratase IgrE,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Cholesterol_catabolic_operon_in_Mycobacteria,Lipid carrier protein IgrF,0,2,0,4,1,3,3,2,2,3,2,1,1,1,1,4,1,1,0,0,3,4,1,2,3,7,2,2,4,2,5,2,5,2,2,2,2,1,5,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Cholesterol_catabolic_operon_in_Mycobacteria,Putative cytochrome P450 IgrA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Butyrate-acetoacetate CoA-transferase subunit A (EC 2.8.3.9),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30),23,32,21,31,32,41,36,28,36,34,16,44,33,26,31,33,42,24,46,37,30,35,18,19,36,22,24,28,34,15,30,37,32,46,20,19,32,22,24,31
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,D-beta-hydroxybutyrate permease,4,2,0,3,1,1,1,5,0,0,0,3,1,4,3,0,0,2,0,1,1,1,2,1,1,0,1,5,1,0,0,1,2,2,0,3,3,0,2,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,D(-)-3-hydroxybutyrate oligomer hydrolase (EC 3.1.1.22),1,5,1,1,0,4,0,1,2,1,3,0,0,6,2,2,2,3,0,5,1,1,1,0,0,0,0,0,1,1,3,0,2,1,0,1,2,0,2,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Enoyl-CoA hydratase (EC 4.2.1.17),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,138,0,97,118,143,99,124,126,139,133,115,98,117
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Intracellular PHB depolymerase (EC 3.1.1.-),5,1,0,0,1,9,0,2,3,2,2,1,3,4,2,4,4,3,3,4,4,6,1,2,1,6,2,3,4,1,1,1,4,3,2,4,1,3,1,2
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Poly(3-hydroxyalkanoate) depolymerase,3,3,4,3,3,7,4,3,4,2,6,0,5,5,2,3,4,4,5,2,3,3,0,4,2,4,4,0,2,6,4,4,1,2,3,1,2,4,3,4
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Polyhydroxyalkanoate granule-associated protein PhaF,1,2,1,0,1,3,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,polyhydroxyalkanoate synthesis repressor PhaR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Polyhydroxyalkanoic acid synthase,42,39,24,43,25,29,30,24,29,42,24,33,26,40,11,40,41,39,36,29,45,38,18,26,32,26,19,35,42,27,20,34,36,34,29,28,30,22,31,15
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Putative 3-hydroxyacyl-coa dehydrogenase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
"Fatty Acids, Lipids, and Isoprenoids",NULL,Polyhydroxybutyrate_metabolism,Short chain fatty acids transporter,1,2,3,1,4,4,1,2,1,2,2,1,3,4,2,2,0,3,1,0,1,4,1,1,0,0,1,2,2,2,2,1,0,2,3,2,7,0,4,1
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),39,22,31,25,35,36,29,23,36,31,16,30,23,23,29,34,25,34,28,19,35,35,26,20,17,36,27,30,40,35,25,21,29,41,28,36,38,18,25,25
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Acyl carrier protein,18,21,19,31,19,27,17,20,26,25,18,12,18,23,18,19,24,27,21,25,21,25,20,25,10,31,32,16,19,18,23,21,21,28,22,29,12,12,18,16
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Acyl carrier protein (ACP2),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY,3,9,4,6,12,13,10,10,11,6,8,9,16,9,5,11,3,13,11,9,10,13,18,14,16,12,4,18,12,5,13,6,11,6,15,4,11,10,5,8
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),7,13,11,8,8,11,13,16,21,17,8,24,15,12,17,13,17,12,8,16,11,14,14,11,9,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Aldehyde dehydrogenase B (EC 1.2.1.22),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,19,27,24,34,28,21,35,13,24,29,19
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Cardiolipin synthetase (EC 2.7.8.-),18,18,22,28,18,34,18,24,31,23,14,11,21,28,12,22,18,18,25,13,32,24,14,30,15,16,23,25,24,17,17,22,21,22,22,23,23,10,17,26
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26),0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5),26,33,26,25,35,48,34,26,40,28,33,28,44,26,35,40,25,27,23,32,52,41,36,19,20,25,0,0,39,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8),11,5,16,10,8,18,7,7,15,7,9,7,10,9,19,5,18,13,9,6,22,11,11,11,8,10,8,6,15,10,9,15,10,18,6,9,9,18,10,12
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Diacylglycerol kinase (EC 2.7.1.107),2,4,2,1,7,4,2,10,2,1,0,2,5,6,3,3,9,0,10,1,2,2,7,1,2,3,0,0,4,4,4,0,0,3,1,0,7,5,2,1
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Dihydroxyacetone kinase family protein,8,14,4,12,20,9,6,8,11,13,5,10,16,11,6,4,11,10,9,9,22,12,9,12,21,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Glycerol-3-phosphate acyltransferase (EC 2.3.1.15),0,5,2,4,1,11,7,2,2,2,1,3,1,3,1,3,4,1,5,0,1,2,0,1,2,0,5,1,6,3,2,6,1,2,0,5,3,3,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Phosphate:acyl-ACP acyltransferase PlsX,30,23,23,35,20,23,22,17,18,11,25,15,26,30,22,18,25,24,26,23,31,12,18,10,19,28,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Phosphatidate cytidylyltransferase (EC 2.7.7.41),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,19,21,17,32,23,20,20,22,13,17,22
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Phosphatidylglycerophosphatase A (EC 3.1.3.27),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,3,7,2,5,2,2,1,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria,Phosphatidylserine decarboxylase (EC 4.1.1.65),1,4,7,5,5,9,7,7,11,5,5,5,2,10,4,4,7,9,4,6,4,5,5,8,4,3,2,2,5,8,2,2,9,5,5,8,7,3,3,6
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Sphingolipid_biosynthesis,Serine palmitoyltransferase (EC 2.3.1.50),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Phospholipids,Sphingolipid_biosynthesis,Putative fatty acid desaturase (EC 1.14.-.-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0
"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol_metabolism,Lysophospholipase (EC 3.1.1.5),5,3,6,6,7,12,4,5,7,1,6,4,4,8,1,4,2,2,2,7,2,5,6,3,3,11,5,4,7,3,9,9,3,5,1,4,4,12,0,3
"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol_metabolism,Monoglyceride lipase (EC 3.1.1.23),10,6,3,5,8,11,4,2,6,9,7,4,5,4,3,1,5,3,5,2,10,5,0,4,3,4,7,12,7,3,5,8,1,3,3,4,2,11,4,4
"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol_metabolism,"Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)",0,1,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,0,3,1,2,0,1
"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol_metabolism,Putative lipase in cluster with Phosphatidate cytidylyltransferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,4,2,3,1,1,1,3,0
"Fatty Acids, Lipids, and Isoprenoids",Triacylglycerols,Triacylglycerol_metabolism,Triacylglycerol lipase precursor (EC 3.1.1.3),1,0,0,1,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
Iron acquisition and metabolism,NULL,ABC_transporter_[iron.B12.siderophore.hemin],"ABC transporter (iron.B12.siderophore.hemin) , ATP-binding component",2,2,1,1,1,0,2,1,1,1,1,0,0,3,2,0,0,3,0,0,1,1,0,0,0,0,1,1,3,1,1,1,3,1,0,1,0,1,0,3
Iron acquisition and metabolism,NULL,ABC_transporter_[iron.B12.siderophore.hemin],"ABC transporter (iron.B12.siderophore.hemin) , periplasmic substrate-binding component",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron acquisition and metabolism,NULL,ABC_transporter_[iron.B12.siderophore.hemin],"ABC transporter (iron.B12.siderophore.hemin) , permease component",0,0,2,0,1,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0
Iron acquisition and metabolism,NULL,ABC_transporter_[iron.B12.siderophore.hemin],Outer membrane (iron.B12.siderophore.hemin) receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Iron acquisition and metabolism,NULL,ABC-type_iron_transport_system,"ABC Fe3+ siderophore transporter, inner membrane subunit",5,0,3,4,1,1,0,0,3,2,3,1,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,1,0,0,2,1
Iron acquisition and metabolism,NULL,ABC-type_iron_transport_system,"ABC-type Fe3+ transport system, periplasmic component",0,1,0,0,0,1,5,4,1,0,1,2,1,3,1,0,1,1,2,4,0,3,1,1,1,0,1,0,4,2,3,2,3,3,2,0,4,1,2,3
Iron acquisition and metabolism,NULL,ABC-type_iron_transport_system,"ABC-type spermidine/putrescine transport systems, ATPase components",8,4,3,1,3,3,5,1,3,4,2,4,10,3,6,5,5,5,2,2,0,4,8,7,6,4,1,5,2,4,1,6,2,3,2,4,5,1,5,9
Iron acquisition and metabolism,NULL,ABC-type_iron_transport_system,"FIG005478: Porin, Gram-negative type",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,"Ferric iron ABC transporter, permease protein",11,1,7,13,11,11,8,8,6,9,3,5,16,3,7,2,5,9,5,8,6,5,4,4,2,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,Ferric receptor CfrA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,"Ferric siderophore transport system, biopolymer transport protein ExbB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,3,2,4,6,10,6,7
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,Ferric uptake regulation protein,1,0,1,0,0,1,3,1,0,0,0,0,0,2,1,1,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,Ferrous iron transport protein B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,11,8,11,19,17,20,28,14,17,16,18
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,Haemin uptake system outer membrane receptor,1,0,1,1,0,3,0,3,2,3,2,0,2,2,0,2,2,1,1,3,0,1,2,1,1,0,0,2,0,4,0,4,1,5,3,1,0,1,1,2
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,Haemin uptake system permease protein,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,Magnesium and cobalt transport protein CorA,18,25,19,15,26,25,14,18,33,25,20,20,19,12,23,19,17,24,21,10,20,14,18,22,13,13,22,17,25,15,26,16,14,26,14,16,17,23,14,23
Iron acquisition and metabolism,NULL,Campylobacter_Iron_Metabolism,Putative high-affinity iron permease,4,3,2,7,0,4,2,4,2,1,1,5,1,0,7,8,1,0,1,3,2,5,3,2,8,5,2,7,2,1,4,4,5,2,4,3,4,2,1,1
Iron acquisition and metabolism,NULL,Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers,Encapsulating protein for a DyP-type peroxidase or ferritin-like protein oligomers,3,4,3,2,0,4,11,3,3,2,7,4,2,5,3,2,1,3,0,5,2,1,5,0,2,7,4,7,8,4,3,3,1,3,1,8,4,0,2,0
Iron acquisition and metabolism,NULL,Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers,Ferritin-like di-iron-carboxylate protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron acquisition and metabolism,NULL,Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers,"Predicted iron-dependent peroxidase, Dyp-type family",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,2,2,6,4,1,1,0
Iron acquisition and metabolism,NULL,Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers,Uncharacterized protein COG3461,3,1,1,1,1,3,2,1,2,0,2,3,0,4,0,0,0,1,4,1,6,2,2,3,0,0,0,0,1,0,1,2,0,0,2,1,1,0,2,4
