level1,level2,level3,funct,pgeb.1,pgeb.2,pgeb.3,pgeb.4,pgec.1,pgec.2,pgec.3,pgec.4,pgwb.1,pgwb.2,pgwb.3,pgwb.4,pgwc.1,pgwc.2,pgwc.3,pgwc.4,rcb.1,rcb.2,rcb.3,rcb.4,rcc.1,rcc.2,rcc.3,rcc.4
DNA Metabolism,NULL,DNA_phosphorothioation,3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase DndC,2.64E-05,0,4.33E-05,0,0.000303884,0.000147874,5.93E-05,3.90E-05,5.65E-05,0.000149869,3.12E-05,2.21E-05,0.000111919,0.000152099,0.00013553,0,6.71E-05,2.00E-05,3.91E-05,2.56E-05,1.74E-05,8.04E-05,2.00E-05,0.000102294
DNA Metabolism,DNA replication,DNA-replication,ATP-dependent DNA helicase RecG (EC 3.6.1.-),0.001029948,0.000908654,0.000944238,0.000558791,0.001357347,0.00051756,0.001052039,0.000994646,0.001017265,0.000884226,0.000780969,0.000928177,0.000932662,0.000743595,0.000903536,0.00087108,0.000780444,0.000889689,0.001149371,0.001064444,0.000793008,0.000750218,0.000948653,0.000834087
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_RecFOR_pathway",ATP-dependent DNA helicase RecQ,0.001399673,0.001362981,0.001602606,0.001735192,0.001276311,0.001330869,0.001689189,0.001218929,0.001271582,0.001094043,0.001702513,0.001480663,0.001380339,0.001318191,0.001276245,0.00111996,0.00166159,0.001579447,0.001618503,0.001551779,0.001612158,0.001326278,0.00109844,0.001778337
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_UvrD_and_related_helicases",ATP-dependent DNA helicase Rep,0,2.60E-05,8.66E-05,8.82E-05,0.000101295,0.000147874,0.000237079,0.00013652,0.000113029,5.99E-05,9.37E-05,0,5.60E-05,1.69E-05,6.78E-05,8.30E-05,7.55E-05,5.00E-05,9.38E-05,8.98E-05,9.59E-05,0.000133967,6.99E-05,8.66E-05
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_RecBCD_pathway",ATP-dependent DNA helicase SCO5183,5.28E-05,0.000272596,0.000441799,0.00023528,6.08E-05,0,0.000192627,0.000331549,0.000113029,0.000329712,0.000328007,0.000375691,0.000223839,0.000135199,0.000293649,0.00012444,0.000369242,0.000369871,0.000398761,0.000205194,0.000366004,0.000147364,0.000269617,0.00031475
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_RecBCD_pathway",ATP-dependent DNA helicase SCO5184,0.00023768,0.000389423,0.000736332,0.00014705,8.10E-05,0.000184843,0.000370436,0.000370555,0.00053689,0.000299738,0.000452962,0.000441989,0.000391718,0.000354898,0.000361414,0.00037332,0.00049512,0.000609787,0.000719334,0.000474511,0.000392147,0.00049568,0.000329532,0.000354094
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_UvrD_and_related_helicases",ATP-dependent DNA helicase UvrD/PcrA/Rep,0,0,0,0,2.03E-05,0,0,0,0,0,0,0,0,0,5.65E-05,0,0,0,0,0,8.71E-06,0,0,1.57E-05
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_UvrD_and_related_helicases","ATP-dependent DNA helicase UvrD/PcrA/Rep, cyanobacterial paralog",2.64E-05,6.49E-05,8.66E-06,0,0.000101295,0.000184843,1.48E-05,0,0,0.000134882,0,2.21E-05,0,3.38E-05,0.000158119,8.30E-05,8.39E-06,4.00E-05,0,0,0,0,0,6.30E-05
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_UvrD_and_related_helicases",ATP-dependent DNA helicase pcrA (EC 3.6.1.-),0.000211271,9.09E-05,0.000112616,0.00011764,0.000101295,3.70E-05,7.41E-05,8.78E-05,0.000113029,7.49E-05,7.81E-05,0.000132597,1.87E-05,0.000101399,3.39E-05,0.00016592,0.00013427,5.00E-05,3.91E-05,0.00016672,8.71E-05,0.000120571,0.000129816,3.93E-05
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_RecFOR_pathway","ATP-dependent DNA helicase, RecQ family",5.28E-05,9.09E-05,0.000173255,0.00023528,0.000222848,0.000110906,0.000148174,9.75E-05,0.000282574,4.50E-05,0.000140574,6.63E-05,0.000167879,0.000135199,0.000304943,8.30E-05,0.000193013,0.000109962,0.00020329,0.000192369,0.000313717,0.000107174,0.000199716,0.00018885
DNA Metabolism,DNA repair,DNA_Repair_Base_Excision,ATP-dependent DNA ligase (EC 6.5.1.1),0.001531717,0.001986059,0.002286962,0.002117522,0.001600454,0.001330869,0.001881816,0.002545125,0.002119303,0.002322967,0.002358527,0.001922652,0.002406267,0.002416684,0.001615071,0.00194956,0.002005656,0.002329185,0.002095453,0.00185957,0.002161164,0.002478398,0.002446526,0.001526537
DNA Metabolism,DNA repair,Nonhomologous_End-Joining_in_Bacteria,ATP-dependent DNA ligase (EC 6.5.1.1) LigC,0.000264089,0.000441346,0.000511101,0.000764661,0.000526732,0.000332717,0.000563063,0.000594838,0.000621662,0.000584489,0.000484201,0.000486188,0.000914009,0.000625296,0.000316238,0.00053924,0.000570647,0.000439846,0.000672421,0.000461686,0.000705864,0.000482283,0.000499291,0.000291144
DNA Metabolism,DNA repair,Nonhomologous_End-Joining_in_Bacteria,"ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD",0.000501769,0.000687981,0.000545752,0.000588201,0.000607767,0.000184843,0.000592698,0.000741109,0.000621662,0.000404646,0.000687253,0.000441989,0.000559597,0.000456297,0.000530828,0.00058072,0.000688133,0.000489829,0.000946081,0.000512985,0.000732007,0.00065644,0.000738951,0.000448519
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_DinG_and_relatives",ATP-dependent helicase DinG/Rad3,0,0,0,0,0,0,0,9.75E-06,2.83E-05,0,0,0,0,0,0,0,0,0,7.82E-06,0,0,0,0,0
DNA Metabolism,DNA repair,ATP-dependent_Nuclease,"ATP-dependent nuclease, subunit A",2.64E-05,0.000103846,0.000164592,0.00014705,8.10E-05,3.70E-05,0.000192627,0.000146272,8.48E-05,0.000164856,0.000156194,6.63E-05,0.000111919,5.07E-05,0.000112942,8.30E-05,0.00013427,8.00E-05,9.38E-05,0.000179545,0.000191716,6.70E-05,9.99E-05,0.000118031
DNA Metabolism,DNA repair,ATP-dependent_Nuclease,"ATP-dependent nuclease, subunit B",5.28E-05,1.30E-05,4.33E-05,2.94E-05,2.03E-05,0,1.48E-05,0,0,3.00E-05,1.56E-05,4.42E-05,1.87E-05,0,1.13E-05,0,8.39E-06,3.00E-05,1.56E-05,2.56E-05,2.61E-05,0,3.99E-05,1.57E-05
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",Alkylated DNA repair protein AlkB,0,0,3.47E-05,2.94E-05,0,0,4.45E-05,4.88E-05,2.83E-05,1.50E-05,4.69E-05,4.42E-05,3.73E-05,6.76E-05,4.52E-05,8.30E-05,5.87E-05,2.00E-05,7.04E-05,5.13E-05,3.49E-05,5.36E-05,0.000149787,3.15E-05
DNA Metabolism,DNA replication,"DNA_replication,_archaeal",Archaeal DNA polymerase I (EC 2.7.7.7),0,0,0,0,2.03E-05,0,0,0,0,0,3.12E-05,0,0,3.38E-05,1.13E-05,0,0,0,0,0,0,0,9.99E-06,0
DNA Metabolism,DNA replication,"DNA_replication,_archaeal",Archaeal DNA polymerase II large subunit (EC 2.7.7.7),0,0,0,0,0,0,0,0,2.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-06,0
DNA Metabolism,DNA replication,"DNA_replication,_archaeal",Archaeal DNA polymerase II small subunit (EC 2.7.7.7),0,0,0,0,0,0,0,1.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA Metabolism,DNA replication,DNA-replication,Arrested fork binding,2.64E-05,2.60E-05,0.000112616,5.88E-05,4.05E-05,7.39E-05,4.45E-05,4.88E-05,8.48E-05,4.50E-05,9.37E-05,8.84E-05,3.73E-05,0.000168999,2.26E-05,0.00016592,7.55E-05,1.00E-05,7.82E-05,0.000141071,4.36E-05,6.70E-05,0.000129816,6.30E-05
DNA Metabolism,CRISPs,CRISP_Cmr_Cluster,CRISPR-associated RAMP Cmr1,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0
DNA Metabolism,CRISPs,CRISP_Cmr_Cluster,CRISPR-associated RAMP Cmr2,0,0,1.73E-05,2.94E-05,4.05E-05,3.70E-05,1.48E-05,0,0,5.99E-05,0,0,0,0,3.39E-05,8.30E-05,0,0,0,6.41E-05,0,0,0,7.08E-05
DNA Metabolism,CRISPs,CRISP_Cmr_Cluster,CRISPR-associated RAMP Cmr3,0,0,0,0,0.000101295,0,0,1.95E-05,0,1.50E-05,0,0,0,0,1.13E-05,0,8.39E-06,0,0,1.28E-05,1.74E-05,0,0,0
DNA Metabolism,CRISPs,CRISP_Cmr_Cluster,CRISPR-associated RAMP Cmr4,5.28E-05,0,0,0,0,0,0,0,0,4.50E-05,0,0,0,0.000101399,0,0,3.36E-05,0,0,6.41E-05,1.74E-05,0,9.99E-06,1.57E-05
DNA Metabolism,CRISPs,CRISP_Cmr_Cluster,CRISPR-associated RAMP Cmr6,2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,0,0,0,3.00E-05,0,6.41E-05,0,0,0,1.57E-05
DNA Metabolism,CRISPs,CRISPRs,CRISPR-associated RecB family exonuclease Cas4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82E-06,0,0,0,0,0
DNA Metabolism,CRISPs,CRISPRs,CRISPR-associated RecB family exonuclease Cas4b,0,5.19E-05,6.06E-05,8.82E-05,0.000101295,0.000184843,1.48E-05,6.83E-05,0,0.000164856,3.12E-05,0,1.87E-05,0.000101399,0.000112942,8.30E-05,4.20E-05,6.00E-05,7.82E-06,0.000192369,6.10E-05,1.34E-05,2.00E-05,0.000118031
DNA Metabolism,CRISPs,CRISPRs,CRISPR-associated helicase Cas3,0.000132045,0.000103846,0.000121278,0.00011764,0.000344401,0.000554529,7.41E-05,9.75E-05,8.48E-05,0.000209816,0.000109336,0.000265193,3.73E-05,0.000118299,0.000112942,0.00012444,0.000117486,7.00E-05,3.13E-05,0.000359089,6.10E-05,1.34E-05,8.99E-05,0.000212456
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated helicase Cas3, protein",2.64E-05,3.89E-05,3.47E-05,5.88E-05,0,3.70E-05,0,9.75E-06,0,1.50E-05,3.12E-05,4.42E-05,3.73E-05,1.69E-05,0,4.15E-05,3.36E-05,9.00E-05,5.47E-05,6.41E-05,8.71E-06,2.68E-05,3.00E-05,3.93E-05
DNA Metabolism,CRISPs,CRISPRs,CRISPR-associated negative autoregulator,0,1.30E-05,2.60E-05,5.88E-05,6.08E-05,7.39E-05,0,0,0,0,0,4.42E-05,0,1.69E-05,2.26E-05,8.30E-05,3.36E-05,0,0,1.28E-05,0,0,0,7.87E-06
DNA Metabolism,CRISPs,CRISPRs,CRISPR-associated protein Cas2,0,1.30E-05,5.20E-05,0,0.000101295,0.000147874,1.48E-05,1.95E-05,0,5.99E-05,1.56E-05,8.84E-05,7.46E-05,0,7.91E-05,0,4.20E-05,2.00E-05,0,0.000115422,8.71E-06,2.68E-05,3.99E-05,6.30E-05
DNA Metabolism,CRISPs,CRISP_Cmr_Cluster,CRISPR-associated protein NE0113,0,0,8.66E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA Metabolism,CRISPs,CRISP_Cmr_Cluster,CRISPR-associated protein TM1812,0,0,0,0,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87E-06
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, CT1133 family",0,0,4.33E-05,2.94E-05,0,0,1.48E-05,0,2.83E-05,0,1.56E-05,0,1.87E-05,1.69E-05,0,0,1.68E-05,3.00E-05,1.56E-05,0,8.71E-06,1.34E-05,3.00E-05,7.87E-06
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, CT1134 family",0,1.30E-05,3.47E-05,0,0,3.70E-05,0,9.75E-06,0,0,7.81E-05,2.21E-05,1.87E-05,0,0,0,8.39E-06,6.00E-05,7.82E-06,8.98E-05,0,0,3.00E-05,7.87E-06
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, CT1972 family",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,1.56E-05,0,0,0,0,0
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, CT1975 family",0,2.60E-05,2.60E-05,5.88E-05,2.03E-05,0,0,2.93E-05,2.83E-05,3.00E-05,0,4.42E-05,0,1.69E-05,0,0,8.39E-06,3.00E-05,3.91E-05,5.13E-05,8.71E-06,2.68E-05,0,7.87E-06
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, Csn1 family",0,0,0,0,0,0,0,0,0,0,0,0,0,3.38E-05,0,0,8.39E-06,0,0,0,1.74E-05,0,0,0
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, MJ0381 family",0,2.60E-05,0,0,0,0,0,1.95E-05,0,0,0,4.42E-05,0,0,0,0,0,0,0,3.85E-05,8.71E-06,0,0,0
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, TM1800 family",0,0,0,0,0,0,0,0,0,0,1.56E-05,0,1.87E-05,0,0,0,0,0,0,0,0,0,9.99E-06,1.57E-05
DNA Metabolism,CRISPs,CRISPRs,"CRISPR-associated protein, TM1801 family",0,1.30E-05,8.66E-06,2.94E-05,0,0,2.96E-05,9.75E-06,2.83E-05,3.00E-05,0,0,1.87E-05,3.38E-05,3.39E-05,0,6.71E-05,0,7.82E-06,5.13E-05,1.74E-05,2.68E-05,9.99E-06,2.36E-05
DNA Metabolism,DNA replication,DNA-replication,Chromosomal replication initiator protein DnaA,0.000633814,0.00084375,0.000952901,0.000882301,0.000891392,0.001072089,0.001185396,0.001053155,0.000819464,0.000959161,0.000734111,0.000950276,0.001398993,0.001047793,0.000858359,0.00066368,0.001141294,0.00122957,0.001196284,0.001179865,0.001124154,0.000991359,0.000918695,0.000865562
DNA Metabolism,DNA replication,Plasmid_replication,Chromosome (plasmid) partitioning protein ParA,0.001426081,0.001025481,0.001316736,0.000911711,0.001316829,0.000813309,0.000829777,0.001121415,0.000819464,0.001094043,0.001062118,0.001281768,0.001287073,0.000946394,0.001061655,0.00095404,0.00099024,0.001219573,0.000844436,0.000961847,0.001350727,0.000857392,0.001068483,0.001046544
DNA Metabolism,DNA recombination,RuvABC_plus_a_hypothetical,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4),0.00023768,0.000272596,0.000311858,0.00032351,0.000243107,0.000184843,0.000370436,0.000195029,0.000141287,0.000164856,0.00024991,0.000287293,0.000298452,0.000287298,0.000180707,0.00016592,0.000234972,0.000279902,0.000258022,0.000256492,0.000322432,0.000267935,0.000259631,0.000267537
DNA Metabolism,DNA replication,DNA_Helicase_of_Unknown_Function,DNA helicase (Rad25 homolog),0.000132045,0.000181731,5.20E-05,0.00011764,0.000121553,0.000147874,0,5.85E-05,0.000113029,0.00023979,4.69E-05,0.000154696,7.46E-05,3.38E-05,0.000158119,8.30E-05,0.000100702,8.00E-05,7.82E-06,0.000179545,6.97E-05,0,5.99E-05,9.44E-05
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA mismatch repair endonuclease MutH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39E-06,0,7.82E-06,0,0,0,0,0
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_MutL-MutS_system",DNA mismatch repair protein MutL,0.000343316,0.000713943,0.000415811,0.000794071,0.00074958,0.000665434,0.000903864,0.000643595,0.000339088,0.000614462,0.000374865,0.000441989,0.000317105,0.000625296,0.000474357,0.0008296,0.000562255,0.000459839,0.000414399,0.00052581,0.000400861,0.000455489,0.000718979,0.000542944
DNA Metabolism,DNA repair,"DNA_repair,_bacterial_MutL-MutS_system",DNA mismatch repair protein MutS,0.000686632,0.000882693,0.000753658,0.000647021,0.00093191,0.00051756,0.000889047,0.000721606,0.000565147,0.000779318,0.000812208,0.000640884,0.000391718,0.000777395,0.000801888,0.0008296,0.000822403,0.000519818,0.000758429,0.000987496,0.00069715,0.000683234,0.000888738,0.000716056
DNA Metabolism,DNA repair,DNA_Repair_Base_Excision,DNA polymerase I (EC 2.7.7.7),0.002033487,0.001713462,0.001940452,0.001794012,0.001803043,0.001109057,0.001985538,0.001784513,0.002373619,0.001618584,0.001827468,0.001767956,0.002499534,0.001656189,0.001298833,0.00120292,0.001762292,0.001949318,0.001970351,0.001962167,0.001551158,0.001674593,0.001877334,0.001463587
DNA Metabolism,DNA repair,DNA_Repair_Base_Excision,DNA polymerase II (EC 2.7.7.7),2.64E-05,1.30E-05,8.66E-05,8.82E-05,6.08E-05,0.000147874,4.45E-05,4.88E-05,0,3.00E-05,0.000109336,0.000132597,5.60E-05,5.07E-05,6.78E-05,0,5.04E-05,4.00E-05,3.91E-05,0.000192369,9.59E-05,9.38E-05,4.99E-05,7.08E-05
DNA Metabolism,DNA replication,DNA-replication,DNA polymerase III beta subunit (EC 2.7.7.7),0.000765859,0.000739904,0.000658368,0.000617611,0.000445696,0.000406654,0.000622333,0.000731358,0.000508633,0.000779318,0.00051544,0.00041989,0.000522291,0.000506997,0.000734123,0.00037332,0.000595823,0.000689759,0.000758429,0.000589933,0.000522862,0.000723424,0.000738951,0.000558681
DNA Metabolism,DNA replication,DNA-replication,DNA polymerase III chi subunit (EC 2.7.7.7),0,5.19E-05,3.47E-05,5.88E-05,4.05E-05,7.39E-05,5.93E-05,2.93E-05,0,3.00E-05,1.56E-05,0,9.33E-05,3.38E-05,0,0,2.52E-05,1.00E-05,4.69E-05,1.28E-05,4.36E-05,0,3.00E-05,1.57E-05
DNA Metabolism,DNA replication,DNA-replication,DNA polymerase III delta prime subunit (EC 2.7.7.7),0.000369725,0.000233654,0.000311858,0.00020587,0.000162071,0.000147874,0.000133357,0.000380306,0.000141287,0.000404646,0.000421723,0.000220994,0.000279799,0.000253498,0.000293649,0.0002074,0.000352458,0.000269906,0.000359667,0.000192369,0.000270145,0.000267935,0.000219688,0.000306881
DNA Metabolism,DNA replication,DNA-replication,DNA polymerase III delta subunit (EC 2.7.7.7),7.92E-05,0.000220673,0.000355172,0.00014705,0.000263366,0.000184843,0.000325984,0.000292543,0.000113029,0.00019483,0.000218671,0.000110497,0.000167879,0.000304198,0.000225884,0.00033184,0.000310499,0.000279902,0.000218928,0.000102597,0.00013943,0.000281332,0.000199716,0.000173112
DNA Metabolism,DNA replication,DNA-replication,DNA polymerase III epsilon subunit (EC 2.7.7.7),0.000528178,0.000246635,0.000563078,0.00041174,0.000162071,0.000221811,0.000459341,0.000351052,0.000226059,0.000254777,0.000359246,0.000265193,0.000391718,0.000405597,0.000406591,0.00016592,0.000276932,0.000389864,0.000383124,0.000205194,0.000261431,0.000375109,0.000259631,0.000243931
DNA Metabolism,DNA replication,DNA-replication,DNA polymerase III subunits gamma and tau (EC 2.7.7.7),0.000554587,0.000480289,0.000675693,0.000705841,0.000688803,0.001072089,0.000681603,0.000741109,0.000508633,0.000569502,0.000874686,0.00079558,0.000951315,0.000456297,0.000768006,0.00070516,0.000604214,0.000639776,0.000703697,0.000833601,0.000610006,0.000549267,0.000609135,0.000668844
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA polymerase IV (EC 2.7.7.7),0.000660223,0.00084375,0.000978889,0.000999941,0.000830615,0.000961183,0.000992769,0.000906884,0.000847721,0.000644436,0.000796589,0.000640884,0.000746129,0.000726695,0.000756712,0.00066368,0.000956673,0.000729745,0.000906987,0.000756653,0.001045724,0.000803805,0.000948653,0.00094425
DNA Metabolism,DNA replication,"DNA_replication,_archaeal",DNA polymerase sliding clamp protein PCNA,0,0,0,0,0,0,0,0,0,0,1.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA polymerase-like protein MT3142,0,0,6.06E-05,0,0,0,7.41E-05,1.95E-05,8.48E-05,3.00E-05,3.12E-05,4.42E-05,7.46E-05,5.07E-05,6.78E-05,0,1.68E-05,1.00E-04,4.69E-05,1.28E-05,4.36E-05,5.36E-05,9.99E-06,4.72E-05
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA polymerase-like protein PA0670,5.28E-05,0.000116827,0.000207906,0.00011764,0.000141812,0.000221811,0.000148174,0.000195029,2.83E-05,0.000104908,0.00024991,0.000154696,0.000149226,0.000202799,9.04E-05,4.15E-05,0.000176229,0.000239916,0.000258022,0.000128246,0.000217859,0.000107174,0.000199716,0.000180981
DNA Metabolism,DNA replication,DNA-replication,DNA primase (EC 2.7.7.-),0.001320446,0.001350001,0.001230108,0.000794071,0.001235793,0.002476895,0.001348388,0.000916635,0.00107378,0.001423754,0.001108976,0.000950276,0.000969968,0.001013993,0.001479541,0.00091256,0.001200037,0.001409507,0.001258835,0.000731004,0.000775579,0.000977962,0.000928681,0.001377031
DNA Metabolism,DNA replication,"DNA_replication,_archaeal",DNA primase large subunit (EC 2.7.7.-),0,0,8.66E-06,0,0,3.70E-05,0,0,0,0,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0
DNA Metabolism,DNA replication,"DNA_replication,_archaeal",DNA primase small subunit (EC 2.7.7.-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-06,0
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA recombination protein RmuC,0.000580996,0.000454327,0.000459125,0.000529381,0.000465955,0.000332717,0.000563063,0.000468069,0.000310831,0.00043462,0.000546679,0.000220994,0.000298452,0.000321098,0.000474357,0.0004148,0.000369242,0.000359874,0.000469131,0.000282142,0.000357289,0.000308125,0.000379461,0.0002518
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA recombination-dependent growth factor C,0,1.30E-05,2.60E-05,0,0,0,1.48E-05,0,0,0,4.69E-05,0,5.60E-05,0,0,0,0,0,0,1.28E-05,8.71E-06,2.68E-05,2.00E-05,0
DNA Metabolism,DNA recombination,"DNA_recombination,_archaeal",DNA repair and recombination protein RadA,0,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA repair exonuclease family protein YhaO,0.000132045,1.30E-05,5.20E-05,0.00014705,2.03E-05,0,5.93E-05,9.75E-06,0.000141287,3.00E-05,7.81E-05,0,5.60E-05,5.07E-05,3.39E-05,4.15E-05,2.52E-05,7.00E-05,5.47E-05,2.56E-05,8.71E-06,1.34E-05,9.99E-06,1.57E-05
DNA Metabolism,DNA repair,DNA_repair_and_recombination_eukaryotic,DNA repair protein RAD51,0,0,0,0,0,0,0,9.75E-06,0,0,0,0,1.87E-05,1.69E-05,1.13E-05,0.00012444,8.39E-06,1.00E-05,7.82E-06,0,0,0,0,0
DNA Metabolism,DNA repair,DNA_repair_and_recombination_eukaryotic,DNA repair protein RAD57,0,0,0,0,0,0,0,9.75E-06,0,0,0,2.21E-05,0,1.69E-05,0,4.15E-05,8.39E-06,0,0,0,0,0,0,0
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA repair protein RadA,0.000818676,0.000584135,0.000710344,0.00035292,0.000607767,0.000480591,0.000518611,0.000692352,0.000423861,0.000584489,0.000577917,0.000331492,0.00057825,0.000540796,0.000982596,0.00033184,0.000579039,0.000609787,0.000789704,0.00069253,0.000566434,0.000696631,0.000579178,0.000605894
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA repair protein RadC,0.000422543,0.000233654,0.000242557,0.00023528,0.000121553,7.39E-05,0.000148174,0.000390057,0.000141287,0.000104908,0.00026553,0.000441989,0.000223839,0.000135199,0.00035012,0.00037332,0.000159445,0.000129955,0.000312754,0.000307791,0.000209145,0.000187554,0.000149787,0.000259669
DNA Metabolism,DNA repair,"DNA_repair,_bacterial",DNA repair protein RecN,0.000607405,0.000636058,0.000649705,0.000588201,0.000546991,0.000850277,0.000666785,0.00061434,0.000593405,0.000794305,0.000812208,0.000530387,0.000559597,0.000236598,0.00056471,0.00091256,0.000780444,0.000649773,0.000727153,0.000577108,0.00061872,0.00057606,0.000559206,0.000621631
DNA Metabolism,DNA replication,"DNA_replication,_archaeal",DNA replication helicase protein MCM,0,0,0,0,0,0,0,0,2.83E-05,0,0,0,0,5.07E-05,0,0,1.68E-05,0,0,0,0,0,0,0
DNA Metabolism,DNA replication,DNA-replication,DNA replication protein DnaC,0,0,3.47E-05,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA Metabolism,DNA replication,"DNA_topoisomerases,_Type_II,_ATP-dependent",DNA reverse gyrase (EC 5.99.1.-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82E-06,0,0,0,0,0
DNA Metabolism,NULL,DNA_phosphorothioation,DNA sulfur modification protein DndB,2.64E-05,0,8.66E-06,0,0.000101295,7.39E-05,7.41E-05,2.93E-05,5.65E-05,0.000119895,0,2.21E-05,0,1.69E-05,3.39E-05,4.15E-05,2.52E-05,1.00E-05,7.82E-06,3.85E-05,1.74E-05,5.36E-05,9.99E-06,3.15E-05
DNA Metabolism,NULL,DNA_phosphorothioation,DNA sulfur modification protein DndD,0.000132045,6.49E-05,3.47E-05,2.94E-05,0.000121553,0.000295749,5.93E-05,2.93E-05,0,0.000134882,7.81E-05,4.42E-05,3.73E-05,5.07E-05,0.000304943,0,4.20E-05,8.00E-05,4.69E-05,0,3.49E-05,9.38E-05,0,0.000110162
DNA Metabolism,NULL,DNA_phosphorothioation,DNA sulfur modification protein DndE,0,0,0,0,6.08E-05,0,0,0,0,4.50E-05,0,0,0,0,3.39E-05,8.30E-05,3.36E-05,1.00E-05,0,0,0,0,0,4.72E-05
DNA Metabolism,DNA replication,"DNA_topoisomerases,_Type_I,_ATP-independent","DNA topoisomerase I, eukaryotic-type (EC 5.99.1.2)",0,2.60E-05,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,8.39E-06,1.00E-05,0,1.28E-05,8.71E-06,0,9.99E-06,7.87E-06
DNA Metabolism,DNA replication,"DNA_topoisomerases,_Type_I,_ATP-independent",DNA topoisomerase IB (poxvirus type) (EC 5.99.1.2),0.000448952,0.000467308,0.000407148,0.000764661,0.00036466,0.000221811,0.000503793,0.000604589,0.000339088,0.000494567,0.000687253,0.000331492,0.00057825,0.000659096,0.000553416,0.00066368,0.000537079,0.000609787,0.000453493,0.000654056,0.000392147,0.000643044,0.000679036,0.000472125
DNA Metabolism,DNA replication,"DNA_topoisomerases,_Type_II,_ATP-dependent",DNA topoisomerase II (EC 5.99.1.3),0,0,8.66E-06,0,0,0,2.96E-05,2.93E-05,0,1.50E-05,0,2.21E-05,0,0,0,4.15E-05,1.68E-05,1.00E-05,7.82E-06,0,8.71E-06,0,2.00E-05,7.87E-06
DNA Metabolism,DNA replication,"DNA_topoisomerases,_Type_I,_ATP-independent",DNA topoisomerase III (EC 5.99.1.2),0.000211271,0.000415385,0.000372498,0.00023528,0.000425437,0.000332717,0.000325984,0.000312046,0.000508633,0.000404646,0.000406104,0.000243094,0.000466331,0.000608396,0.000316238,0.00037332,0.000318891,0.000359874,0.000195471,0.000371914,0.000226574,0.000375109,0.000299575,0.000243931
